 4   7      0.6848460454E-02      0.2674355400E-14
 5   7     -0.5966204615E-02      0.1889365340E-07
 6   7     -0.1536177725E-01      0.8676091013E-03
 7   7      0.2860398570E+00      0.2017352056E+00
 8   7      0.5240710786E+00      0.6965622902E+00
 9   7      0.3737684682E+00      0.2366085058E+00
10   7      0.2015863656E+00      0.5769948900E-01
 0   8     -0.3752421498E-02      0.1087079092E-32
 1   8     -0.6938407197E-02      0.9188396227E-29
 2   8      0.6400928089E-02      0.1368586045E-22
 3   8     -0.1313822197E-01      0.1864303401E-15
 4   8      0.2075324243E-01      0.9461282569E-09
 5   8     -0.4016108359E-01      0.1295768202E-03
 6   8      0.2173682650E+00      0.1153495635E+00
 7   8      0.5365347948E+00      0.6965622902E+00
 8   8      0.2745743677E+00      0.1097015243E+00
 9   8     -0.5039869317E-01      0.3752882266E-02
10   8     -0.1166224666E+00      0.2411519374E-03
 0   9      0.5080843991E-02      0.4364299514E-26
 1   9      0.2216232839E-01      0.1368586045E-22
 2   9     -0.1361510634E-01      0.3699478580E-17
 3   9      0.2001439321E-01      0.5075360391E-11
 4   9     -0.2945811824E-01      0.1706640084E-05
 5   9      0.5701772669E-01      0.1246056291E-01
 6   9      0.4732384826E+00      0.5913501545E+00
 7   9      0.3710469849E+00      0.2366085058E+00
 8   9     -0.2023697446E-01      0.3752882266E-02
 9   9     -0.9354280805E-01      0.2329985591E-04
10   9     -0.1548878998E-01      0.5554667128E-06
 0  10     -0.1505559592E-02      0.1368586045E-22
 1  10     -0.6491233085E-02      0.2412326600E-19
 2  10     -0.1167348613E-01      0.2419265338E-14
 3  10      0.2826081798E-01      0.8745689882E-09
 4  10     -0.5246111211E-01      0.6075793190E-04
 5  10      0.1951271569E+00      0.8077408794E-01
 6  10      0.5298879578E+00      0.6979952626E+00
 7  10      0.1783534828E+00      0.5769948900E-01
 8  10     -0.9809760531E-01      0.2411519374E-03
 9  10      0.1315382045E-01      0.5554667128E-06
10  10      0.3286220461E-01      0.7443364385E-08
