TITLE = "MESH AND SOLUTIONS"
VARIABLES = "X", "Y", "PRESSURE", "U", "V",  "N", "M", "PROC"
ZONE T= "IEL     1",  I= 7,  J= 7,  SOLUTIONTIME=   0.40000,  DATAPACKING = POINT
   1.00000     0.11538    -0.00865    -0.00277    -0.00147       4     4     0
   0.50000     0.25000     0.33646     0.23669     0.24122       4     4     0
   0.52346     0.25000     0.23770     0.16780     0.17348       4     4     0
   0.61538     0.25000     0.03495     0.02484     0.02920       4     4     0
   0.75000     0.25000     0.00041    -0.00016    -0.00180       4     4     0
   0.88462     0.25000     0.00355     0.00360     0.00254       4     4     0
   0.97654     0.25000    -0.00484    -0.00518    -0.00262       4     4     0
   1.00000     0.25000    -0.00168    -0.00517    -0.00187       4     4     0
   0.50000     0.38462    -0.01735    -0.01780    -0.01520       4     4     0
   0.52346     0.38462    -0.01456    -0.01342    -0.01297       4     4     0
   0.61538     0.38462    -0.00201    -0.00046    -0.00273       4     4     0
   0.75000     0.38462     0.00570     0.00410     0.00433       4     4     0
   0.88462     0.38462    -0.00199    -0.00174    -0.00095       4     4     0
   0.97654     0.38462    -0.00166    -0.00051    -0.00113       4     4     0
   1.00000     0.38462     0.00167     0.00205     0.00115       4     4     0
   0.50000     0.47654     0.00260     0.00516     0.00468       4     4     0
   0.52346     0.47654     0.01194     0.01029     0.00986       4     4     0
   0.61538     0.47654     0.01714     0.01160     0.01174       4     4     0
   0.75000     0.47654    -0.00270    -0.00195    -0.00155       4     4     0
   0.88462     0.47654    -0.00214    -0.00162    -0.00194       4     4     0
   0.97654     0.47654     0.00322     0.00209     0.00229       4     4     0
   1.00000     0.47654     0.00179     0.00133     0.00207       4     4     0
   0.50000     0.50000     0.01232     0.01466     0.01577       4     4     0
   0.52346     0.50000     0.01172     0.01167     0.01643       4     4     0
   0.61538     0.50000     0.00491     0.00265     0.00862       4     4     0
   0.75000     0.50000    -0.00287    -0.00193    -0.00399       4     4     0
   0.88462     0.50000     0.00054     0.00040     0.00011       4     4     0
   0.97654     0.50000     0.00252     0.00078     0.00175       4     4     0
   1.00000     0.50000     0.00148     0.00000    -0.00057       4     4     0
ZONE T= "IEL     2",  I= 7,  J= 7,  SOLUTIONTIME=   0.40000,  DATAPACKING = POINT
   0.50000     0.50000     0.02237     0.01805     0.01805       4     4     1
   0.52346     0.50000     0.02109     0.01589     0.01646       4     4     1
   0.61538     0.50000     0.00843     0.00538     0.00580       4     4     1
   0.75000     0.50000    -0.00522    -0.00349    -0.00399       4     4     1
   0.88462     0.50000     0.00094     0.00038     0.00108       4     4     1
   0.97654     0.50000     0.00279     0.00224     0.00159       4     4     1
   1.00000     0.50000     0.00005     0.00105    -0.00092       4     4     1
   0.50000     0.52346     0.02109     0.01646     0.01589       4     4     1
   0.52346     0.52346     0.01709     0.01284     0.01284       4     4     1
   0.61538     0.52346     0.00358     0.00221     0.00257       4     4     1
   0.75000     0.52346    -0.00378    -0.00257    -0.00284       4     4     1
   0.88462     0.52346     0.00121     0.00074     0.00105       4     4     1
   0.97654     0.52346     0.00147     0.00113     0.00082       4     4     1
   1.00000     0.52346    -0.00047     0.00011    -0.00089       4     4     1
   0.50000     0.61538     0.00843     0.00580     0.00538       4     4     1
   0.52346     0.61538     0.00358     0.00257     0.00221       4     4     1
   0.61538     0.61538    -0.00368    -0.00246    -0.00246       4     4     1
   0.75000     0.61538    -0.00025    -0.00026    -0.00014       4     4     1
   0.88462     0.61538     0.00082     0.00071     0.00050       4     4     1
   0.97654     0.61538    -0.00069    -0.00061    -0.00047       4     4     1
   1.00000     0.61538    -0.00068    -0.00087    -0.00042       4     4     1
   0.50000     0.75000    -0.00522    -0.00399    -0.00349       4     4     1
   0.52346     0.75000    -0.00378    -0.00284    -0.00257       4     4     1
   0.61538     0.75000    -0.00025    -0.00014    -0.00026       4     4     1
   0.75000     0.75000     0.00063     0.00042     0.00042       4     4     1
   0.88462     0.75000    -0.00035    -0.00025    -0.00019       4     4     1
   0.97654     0.75000    -0.00008    -0.00001    -0.00007       4     4     1
   1.00000     0.75000     0.00030     0.00025     0.00016       4     4     1
   0.50000     0.88462     0.00094     0.00108     0.00038       4     4     1
   0.52346     0.88462     0.00121     0.00105     0.00074       4     4     1
   0.61538     0.88462     0.00082     0.00050     0.00071       4     4     1
   0.75000     0.88462    -0.00035    -0.00019    -0.00025       4     4     1
   0.88462     0.88462     0.00009     0.00003     0.00003       4     4     1
   0.97654     0.88462     0.00020     0.00014     0.00017       4     4     1
   1.00000     0.88462    -0.00009     0.00004    -0.00002       4     4     1
   0.50000     0.97654     0.00279     0.00159     0.00224       4     4     1
   0.52346     0.97654     0.00147     0.00082     0.00113       4     4     1
   0.61538     0.97654    -0.00069    -0.00047    -0.00061       4     4     1
   0.75000     0.97654    -0.00008    -0.00007    -0.00001       4     4     1
   0.88462     0.97654     0.00020     0.00017     0.00014       4     4     1
   0.97654     0.97654    -0.00014    -0.00015    -0.00015       4     4     1
   1.00000     0.97654    -0.00014    -0.00024    -0.00012       4     4     1
   0.50000     1.00000     0.00005    -0.00092     0.00105       4     4     1
   0.52346     1.00000    -0.00047    -0.00089     0.00011       4     4     1
   0.61538     1.00000    -0.00068    -0.00042    -0.00087       4     4     1
   0.75000     1.00000     0.00030     0.00016     0.00025       4     4     1
   0.88462     1.00000    -0.00009    -0.00002     0.00004       4     4     1
   0.97654     1.00000    -0.00014    -0.00012    -0.00024       4     4     1
   1.00000     1.00000     0.00017    -0.00003    -0.00003       4     4     1
ZONE T= "IEL     3",  I= 7,  J= 7,  SOLUTIONTIME=   0.40000,  DATAPACKING = POINT
   0.00000     0.50000     0.82372     0.51367     0.61649       4     4     1
   0.02346     0.50000     0.97281     0.63717     0.72228       4     4     1
   0.11538     0.50000     0.97385     0.68065     0.71148       4     4     1
   0.25000     0.50000     0.33646     0.24122     0.23669       4     4     1
   0.38462     0.50000    -0.01735    -0.01520    -0.01780       4     4     1
   0.47654     0.50000     0.00260     0.00468     0.00516       4     4     1
   0.50000     0.50000     0.01232     0.01577     0.01466       4     4     1
   0.00000     0.52346     0.97554     0.65956     0.69753       4     4     1
   0.02346     0.52346     1.02754     0.69866     0.73736       4     4     1
   0.11538     0.52346     0.83992     0.58343     0.60492       4     4     1
   0.25000     0.52346     0.23770     0.17348     0.16780       4     4     1
   0.38462     0.52346    -0.01456    -0.01297    -0.01342       4     4     1
   0.47654     0.52346     0.01194     0.00986     0.01029       4     4     1
   0.50000     0.52346     0.01172     0.01643     0.01167       4     4     1
   0.00000     0.61538     0.95226     0.69335     0.66123       4     4     1
   0.02346     0.61538     0.82673     0.59233     0.57342       4     4     1
   0.11538     0.61538     0.39278     0.27185     0.27166       4     4     1
   0.25000     0.61538     0.03495     0.02920     0.02484       4     4     1
   0.38462     0.61538    -0.00201    -0.00273    -0.00046       4     4     1
   0.47654     0.61538     0.01714     0.01174     0.01160       4     4     1
   0.50000     0.61538     0.00491     0.00862     0.00265       4     4     1
   0.00000     0.75000     0.30964     0.21501     0.23153       4     4     1
   0.02346     0.75000     0.22399     0.15916     0.16712       4     4     1
   0.11538     0.75000     0.04069     0.03323     0.02956       4     4     1
   0.25000     0.75000     0.00041    -0.00180    -0.00016       4     4     1
   0.38462     0.75000     0.00570     0.00433     0.00410       4     4     1
   0.47654     0.75000    -0.00270    -0.00155    -0.00195       4     4     1
   0.50000     0.75000    -0.00287    -0.00399    -0.00193       4     4     1
   0.00000     0.88462     0.01888     0.01718     0.00150       4     4     1
   0.02346     0.88462     0.01233     0.00977     0.00086       4     4     1
   0.11538     0.88462     0.00281    -0.00063     0.00235       4     4     1
   0.25000     0.88462     0.00355     0.00254     0.00360       4     4     1
   0.38462     0.88462    -0.00199    -0.00095    -0.00174       4     4     1
   0.47654     0.88462    -0.00214    -0.00194    -0.00162       4     4     1
   0.50000     0.88462     0.00054     0.00011     0.00040       4     4     1
   0.00000     0.97654     0.00904    -0.00487     0.02403       4     4     1
   0.02346     0.97654     0.01197     0.00061     0.02085       4     4     1
   0.11538     0.97654     0.00855     0.00550     0.00655       4     4     1
   0.25000     0.97654    -0.00484    -0.00262    -0.00518       4     4     1
   0.38462     0.97654    -0.00166    -0.00113    -0.00051       4     4     1
   0.47654     0.97654     0.00322     0.00229     0.00209       4     4     1
   0.50000     0.97654     0.00252     0.00175     0.00078       4     4     1
   0.00000     1.00000    -0.01836    -0.04365     0.03552       4     4     1
   0.02346     1.00000    -0.01603    -0.02825     0.02337       4     4     1
   0.11538     1.00000    -0.00865    -0.00147    -0.00277       4     4     1
   0.25000     1.00000    -0.00168    -0.00187    -0.00517       4     4     1
   0.38462     1.00000     0.00167     0.00115     0.00205       4     4     1
   0.47654     1.00000     0.00179     0.00207     0.00133       4     4     1
   0.50000     1.00000     0.00148    -0.00057     0.00000       4     4     1
